GO_term,Description,DECount,Expected,N,notDECount,p,adjP,FDR,expression,shortest_path,longest_path,terminal_node,ontology,Group
GO:0000976,transcription regulatory region sequence-specific DNA binding,4,3.159788461231207,240,236,0.5638884191681801,1,0.8053546222799738,Down,5,7,FALSE,MF,ABA
GO:0001067,regulatory region nucleic acid binding,4,3.159788461231207,240,236,0.5638884191681801,1,0.8053546222799738,Down,4,4,FALSE,MF,ABA
GO:0030425,dendrite,4,3.159788461231207,240,236,0.5638884191681801,1,0.8053546222799738,Down,4,6,FALSE,CC,ABA
GO:0097447,dendritic tree,4,3.159788461231207,240,236,0.5638884191681801,1,0.8053546222799738,Down,3,5,FALSE,CC,ABA
GO:0044877,protein-containing complex binding,8,6.895301091246066,523,515,0.5661094024851727,1,0.805740761454148,Down,2,2,FALSE,MF,ABA
GO:0008022,protein C-terminus binding,1,0.8301139177810798,63,62,0.5675629393792545,1,0.805740761454148,Down,3,3,TRUE,MF,ABA
GO:0009295,nucleoid,1,0.8301139177810798,63,62,0.5675629393792545,1,0.805740761454148,Down,2,2,FALSE,CC,ABA
GO:0009452,7-methylguanosine RNA capping,1,0.8301139177810798,63,62,0.5675629393792545,1,0.805740761454148,Down,7,9,FALSE,BP,ABA
GO:0036260,RNA capping,1,0.8301139177810798,63,62,0.5675629393792545,1,0.805740761454148,Down,6,8,FALSE,BP,ABA
GO:0140359,ABC-type transporter activity,1,0.8301139177810798,63,62,0.5675629393792545,1,0.805740761454148,Down,6,6,TRUE,MF,ABA
GO:0006869,lipid transport,4,3.199955263704485,243,239,0.5676054380855363,1,0.805740761454148,Down,4,5,FALSE,BP,ABA
GO:0097659,nucleic acid-templated transcription,73,68.55134288772787,5193,5120,0.5680156803984855,1,0.805740761454148,Down,6,8,FALSE,BP,ABA
GO:0015079,potassium ion transmembrane transporter activity,4,3.2267331320200037,245,241,0.5701494936983289,1,0.806883596046061,Down,6,7,FALSE,MF,ABA
GO:0042493,response to drug,4,3.2267331320200037,245,241,0.5701494936983289,1,0.806883596046061,Down,3,3,FALSE,BP,ABA
GO:0032774,RNA biosynthetic process,74,69.70279122529519,5280,5206,0.5712341395496403,1,0.8078129554985067,Down,5,7,FALSE,BP,ABA
GO:0071805,potassium ion transmembrane transport,4,3.2535110003355223,247,243,0.5727439169538352,1,0.8087182474564072,Down,6,8,FALSE,BP,ABA
GO:0044782,cilium organization,1,0.8435028519388391,64,63,0.573281995259568,1,0.8087182474564072,Down,5,6,FALSE,BP,ABA
GO:0051168,nuclear export,1,0.8435028519388391,64,63,0.573281995259568,1,0.8087182474564072,Down,6,7,FALSE,BP,ABA
GO:0060271,cilium assembly,1,0.8435028519388391,64,63,0.573281995259568,1,0.8087182474564072,Down,6,7,FALSE,BP,ABA
GO:0030312,external encapsulating structure,9,7.578136733291792,575,566,0.578675440455777,1,0.8141804221390171,Down,2,3,FALSE,CC,ABA
GO:0004715,non-membrane spanning protein tyrosine kinase activity,1,0.8568917860965984,65,64,0.5789255046889269,1,0.8141804221390171,Down,5,7,FALSE,MF,ABA
GO:0030198,extracellular matrix organization,1,0.8568917860965984,65,64,0.5789255046889269,1,0.8141804221390171,Down,5,5,FALSE,BP,ABA
GO:0030245,cellulose catabolic process,1,0.8568917860965984,65,64,0.5789255046889269,1,0.8141804221390171,Down,7,9,FALSE,BP,ABA
GO:0051275,beta-glucan catabolic process,1,0.8568917860965984,65,64,0.5789255046889269,1,0.8141804221390171,Down,6,8,FALSE,BP,ABA
GO:0010876,lipid localization,4,3.320455671124319,252,248,0.5794367683252035,1,0.8144010358479007,Down,3,3,FALSE,BP,ABA
GO:0000910,cytokinesis,1,0.8702807202543578,66,65,0.5844944644293184,1,0.8195047463444624,Down,3,4,FALSE,BP,ABA
GO:0042822,pyridoxal phosphate metabolic process,1,0.8702807202543578,66,65,0.5844944644293184,1,0.8195047463444624,Down,4,6,FALSE,BP,ABA
GO:0042823,pyridoxal phosphate biosynthetic process,1,0.8702807202543578,66,65,0.5844944644293184,1,0.8195047463444624,Down,5,7,FALSE,BP,ABA
GO:0043062,extracellular structure organization,1,0.8702807202543578,66,65,0.5844944644293184,1,0.8195047463444624,Down,4,4,FALSE,BP,ABA
GO:0005911,cell-cell junction,4,3.400789276070875,258,254,0.5878222745259906,1,0.8231661102137272,Down,4,4,FALSE,CC,ABA
GO:0031175,neuron projection development,4,3.400789276070875,258,254,0.5878222745259906,1,0.8231661102137272,Down,5,10,FALSE,BP,ABA
GO:0004124,cysteine synthase activity,1,0.8836696544121172,67,66,0.5899898581069473,1,0.8235246436679494,Down,4,4,TRUE,MF,ABA
GO:0006284,base-excision repair,1,0.8836696544121172,67,66,0.5899898581069473,1,0.8235246436679494,Down,6,8,FALSE,BP,ABA
GO:0008514,organic anion transmembrane transporter activity,1,0.8836696544121172,67,66,0.5899898581069473,1,0.8235246436679494,Down,5,5,FALSE,MF,ABA
GO:0015748,organophosphate ester transport,1,0.8836696544121172,67,66,0.5899898581069473,1,0.8235246436679494,Down,5,5,FALSE,BP,ABA
GO:0016746,"transferase activity, transferring acyl groups",16,14.312770614644746,1085,1069,0.5918970099449267,1,0.8235246436679494,Down,3,3,FALSE,MF,ABA
GO:0031098,stress-activated protein kinase signaling cascade,1,0.8970585885698765,68,67,0.5954126563851412,1,0.8235246436679494,Down,4,6,FALSE,BP,ABA
GO:0045330,aspartyl esterase activity,1,0.8970585885698765,68,67,0.5954126563851412,1,0.8235246436679494,Down,4,4,TRUE,MF,ABA
GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors",1,0.9104475227276358,69,68,0.6007638171349834,1,0.8247044514792066,Down,3,3,FALSE,MF,ABA
GO:0045490,pectin catabolic process,1,0.9104475227276358,69,68,0.6007638171349834,1,0.8247044514792066,Down,5,7,FALSE,BP,ABA
GO:0070569,uridylyltransferase activity,1,0.9104475227276358,69,68,0.6007638171349834,1,0.8247044514792066,Down,5,5,FALSE,MF,ABA
GO:0015629,actin cytoskeleton,5,3.8961798399079712,296,291,0.6024150202847539,1,0.8264774427548445,Down,5,6,FALSE,CC,ABA
GO:0036477,somatodendritic compartment,5,3.9095687740657303,297,292,0.6029970493799254,1,0.8267823505221172,Down,2,2,FALSE,CC,ABA
GO:0006790,sulfur compound metabolic process,10,8.64925146591254,656,646,0.603896067645976,1,0.8275212662197096,Down,3,3,FALSE,BP,ABA
GO:0010948,negative regulation of cell cycle process,1,0.9238364568853952,70,69,0.6060442856036989,1,0.8284888568217134,Down,3,6,FALSE,BP,ABA
GO:0016405,CoA-ligase activity,1,0.9238364568853952,70,69,0.6060442856036989,1,0.8284888568217134,Down,4,4,FALSE,MF,ABA
GO:0034754,cellular hormone metabolic process,1,0.9238364568853952,70,69,0.6060442856036989,1,0.8284888568217134,Down,3,5,FALSE,BP,ABA
GO:0046943,carboxylic acid transmembrane transporter activity,1,0.9238364568853952,70,69,0.6060442856036989,1,0.8284888568217134,Down,4,6,FALSE,MF,ABA
GO:0001726,ruffle,1,0.9372253910431545,71,70,0.6112549945808301,1,0.8341235021061446,Down,3,4,FALSE,CC,ABA
GO:0007127,meiosis I,1,0.9372253910431545,71,70,0.6112549945808301,1,0.8341235021061446,Down,4,8,FALSE,BP,ABA
GO:0030017,sarcomere,1,0.9372253910431545,71,70,0.6112549945808301,1,0.8341235021061446,Down,2,7,FALSE,CC,ABA
GO:0006354,"DNA-templated transcription, elongation",1,0.9506143252009139,72,71,0.6163968645622254,1,0.8361747312656399,Down,6,10,FALSE,BP,ABA
GO:0015144,carbohydrate transmembrane transporter activity,1,0.9506143252009139,72,71,0.6163968645622254,1,0.8361747312656399,Down,3,3,FALSE,MF,ABA
GO:0017004,cytochrome complex assembly,1,0.9506143252009139,72,71,0.6163968645622254,1,0.8361747312656399,Down,7,7,FALSE,BP,ABA
GO:0030111,regulation of Wnt signaling pathway,1,0.9506143252009139,72,71,0.6163968645622254,1,0.8361747312656399,Down,4,8,FALSE,BP,ABA
GO:0043177,organic acid binding,1,0.9506143252009139,72,71,0.6163968645622254,1,0.8361747312656399,Down,3,3,FALSE,MF,ABA
GO:0060491,regulation of cell projection assembly,1,0.9506143252009139,72,71,0.6163968645622254,1,0.8361747312656399,Down,4,6,FALSE,BP,ABA
GO:0120032,regulation of plasma membrane bounded cell projection assembly,1,0.9506143252009139,72,71,0.6163968645622254,1,0.8361747312656399,Down,5,7,FALSE,BP,ABA
GO:0045930,negative regulation of mitotic cell cycle,1,0.9640032593586733,73,72,0.6214708039118719,1,0.8410717946934522,Down,4,6,FALSE,BP,ABA
GO:0048029,monosaccharide binding,1,0.9640032593586733,73,72,0.6214708039118719,1,0.8410717946934522,Down,3,3,FALSE,MF,ABA
GO:0061982,meiosis I cell cycle process,1,0.9640032593586733,73,72,0.6214708039118719,1,0.8410717946934522,Down,3,5,FALSE,BP,ABA
GO:0075732,viral penetration into host nucleus,1,0.9640032593586733,73,72,0.6214708039118719,1,0.8410717946934522,Down,6,7,FALSE,BP,ABA
GO:0030170,pyridoxal phosphate binding,5,4.271069996325233,324,319,0.6234545778426672,1,0.8427638940484996,Down,4,5,TRUE,MF,ABA
GO:0070279,vitamin B6 binding,5,4.271069996325233,324,319,0.6234545778426672,1,0.8427638940484996,Down,3,4,FALSE,MF,ABA
GO:0045944,positive regulation of transcription by RNA polymerase II,5,4.351403601271789,330,325,0.6290674066721001,1,0.8498512054864704,Down,6,12,FALSE,BP,ABA
GO:0005773,vacuole,5,4.364792535429548,331,326,0.6300345433379373,1,0.8506576854233724,Down,3,5,FALSE,CC,ABA
GO:0140352,export from cell,5,4.418348272060586,335,330,0.6339881732267428,1,0.8554931427334439,Down,2,4,FALSE,BP,ABA
GO:0019222,regulation of metabolic process,87,83.18544792215884,6300,6213,0.6419932138935589,1,0.8612378315980143,Down,2,3,FALSE,BP,ABA
GO:0022853,active ion transmembrane transporter activity,6,4.967294572528719,377,371,0.6456687747737703,1,0.8651585098717924,Down,4,4,FALSE,MF,ABA
GO:0000271,polysaccharide biosynthetic process,6,5.15473965073735,391,385,0.6531401149686766,1,0.8746596644510599,Down,5,5,FALSE,BP,ABA
GO:0009055,electron transfer activity,13,11.661761651408394,884,871,0.6549727617294591,1,0.8766030322972026,Down,3,3,FALSE,MF,ABA
GO:1901659,glycosyl compound biosynthetic process,2,1.4326159548802506,109,107,0.6574049087136343,1,0.8793460303980977,Down,5,5,FALSE,BP,ABA
GO:0006073,cellular glucan metabolic process,6,5.288628992314943,401,395,0.6595460994053095,1,0.8801503680661861,Down,5,6,FALSE,BP,ABA
GO:0010333,terpene synthase activity,2,1.4593938231957693,111,109,0.6602815831676436,1,0.8801503680661861,Down,5,5,FALSE,MF,ABA
GO:0008017,microtubule binding,6,5.315406860630462,403,397,0.6609241106493022,1,0.8801503680661861,Down,5,5,FALSE,MF,ABA
GO:0044042,glucan metabolic process,6,5.315406860630462,403,397,0.6609241106493022,1,0.8801503680661861,Down,5,5,FALSE,BP,ABA
GO:0010393,galacturonan metabolic process,2,1.4995606256690472,114,112,0.6647548630271132,1,0.8809727077487348,Down,5,5,FALSE,BP,ABA
GO:0014069,postsynaptic density,2,1.4995606256690472,114,112,0.6647548630271132,1,0.8809727077487348,Down,4,6,FALSE,CC,ABA
GO:0032279,asymmetric synapse,2,1.4995606256690472,114,112,0.6647548630271132,1,0.8809727077487348,Down,5,5,FALSE,CC,ABA
GO:0045488,pectin metabolic process,2,1.4995606256690472,114,112,0.6647548630271132,1,0.8809727077487348,Down,4,6,FALSE,BP,ABA
GO:0098984,neuron to neuron synapse,2,1.4995606256690472,114,112,0.6647548630271132,1,0.8809727077487348,Down,4,4,FALSE,CC,ABA
GO:0099572,postsynaptic specialization,2,1.4995606256690472,114,112,0.6647548630271132,1,0.8809727077487348,Down,3,5,FALSE,CC,ABA
GO:0010008,endosome membrane,2,1.526338493984566,116,114,0.6678332323974846,1,0.884104232941115,Down,4,8,FALSE,CC,ABA
GO:0030001,metal ion transport,6,5.449296202208056,413,407,0.6682558672547324,1,0.884104232941115,Down,6,6,FALSE,BP,ABA
GO:0016840,carbon-nitrogen lyase activity,2,1.5531163623000848,118,116,0.6709814482318708,1,0.8843582347110703,Down,3,3,FALSE,MF,ABA
GO:0031406,carboxylic acid binding,2,1.5531163623000848,118,116,0.6709814482318708,1,0.8843582347110703,Down,4,4,FALSE,MF,ABA
GO:0050808,synapse organization,2,1.5531163623000848,118,116,0.6709814482318708,1,0.8843582347110703,Down,5,5,FALSE,BP,ABA
GO:0006730,one-carbon metabolic process,2,1.566505296457844,119,117,0.6725799302692432,1,0.8847101773089415,Down,3,3,FALSE,BP,ABA
GO:0000145,exocyst,2,1.5932831647733627,121,119,0.6758221466029799,1,0.8875789557146246,Down,3,4,TRUE,CC,ABA
GO:0004722,protein serine/threonine phosphatase activity,2,1.5932831647733627,121,119,0.6758221466029799,1,0.8875789557146246,Down,4,7,FALSE,MF,ABA
GO:0009651,response to salt stress,2,1.606672098931122,122,120,0.6774645292965412,1,0.8875789557146246,Down,4,4,FALSE,BP,ABA
GO:0015252,proton channel activity,2,1.606672098931122,122,120,0.6774645292965412,1,0.8875789557146246,Down,6,8,FALSE,MF,ABA
GO:0030016,myofibril,2,1.606672098931122,122,120,0.6774645292965412,1,0.8875789557146246,Down,4,6,FALSE,CC,ABA
GO:0044275,cellular carbohydrate catabolic process,2,1.606672098931122,122,120,0.6774645292965412,1,0.8875789557146246,Down,4,5,FALSE,BP,ABA
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",2,1.606672098931122,122,120,0.6774645292965412,1,0.8875789557146246,Down,5,9,TRUE,MF,ABA
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",7,6.051798239307226,459,452,0.6778851638029073,1,0.8876239922615846,Down,3,3,FALSE,MF,ABA
GO:0006898,receptor-mediated endocytosis,2,1.6200610330888814,123,121,0.6791202192585533,1,0.8882289492636058,Down,4,6,FALSE,BP,ABA
GO:0043292,contractile fiber,2,1.6200610330888814,123,121,0.6791202192585533,1,0.8882289492636058,Down,3,5,FALSE,CC,ABA
GO:0019899,enzyme binding,7,6.118742910096024,464,457,0.6800069549630672,1,0.8888828114363642,Down,3,3,FALSE,MF,ABA
GO:0009112,nucleobase metabolic process,2,1.6334499672466407,124,122,0.6807885782422182,1,0.8893986087553254,Down,4,6,FALSE,BP,ABA
GO:0016459,myosin complex,2,1.6468389014044,125,123,0.6824689825202953,1,0.8905813298305727,Down,2,7,FALSE,CC,ABA
GO:0098661,inorganic anion transmembrane transport,2,1.6468389014044,125,123,0.6824689825202953,1,0.8905813298305727,Down,5,7,FALSE,BP,ABA
GO:0016168,chlorophyll binding,2,1.6602278355621596,126,124,0.684160822613429,1,0.8917762736050255,Down,3,4,FALSE,MF,ABA
GO:0031253,cell projection membrane,2,1.6602278355621596,126,124,0.684160822613429,1,0.8917762736050255,Down,4,5,FALSE,CC,ABA
GO:0003727,single-stranded RNA binding,2,1.673616769719919,127,125,0.6858635030231103,1,0.8925533517422296,Down,5,5,FALSE,MF,ABA
GO:0022843,voltage-gated cation channel activity,2,1.673616769719919,127,125,0.6858635030231103,1,0.8925533517422296,Down,5,8,FALSE,MF,ABA
GO:0019829,ATPase-coupled cation transmembrane transporter activity,2,1.6870057038776782,128,126,0.6875764419691963,1,0.8941995832740313,Down,5,7,FALSE,MF,ABA
GO:0120031,plasma membrane bounded cell projection assembly,2,1.7271725063509562,131,129,0.6927711926128336,1,0.9000928004999368,Down,6,6,FALSE,BP,ABA
GO:0009986,cell surface,2,1.7405614405087155,132,130,0.6945196133327114,1,0.9001726291249694,Down,2,2,FALSE,CC,ABA
GO:0072657,protein localization to membrane,2,1.7405614405087155,132,130,0.6945196133327114,1,0.9001726291249694,Down,5,5,FALSE,BP,ABA
GO:0097060,synaptic membrane,2,1.7405614405087155,132,130,0.6945196133327114,1,0.9001726291249694,Down,4,5,FALSE,CC,ABA
GO:0016838,"carbon-oxygen lyase activity, acting on phosphates",2,1.7673393088242344,134,132,0.6980385896392463,1,0.9042236070975129,Down,4,4,FALSE,MF,ABA
GO:0046474,glycerophospholipid biosynthetic process,2,1.7807282429819937,135,133,0.699808147756629,1,0.906005140025202,Down,5,7,FALSE,BP,ABA
GO:0007017,microtubule-based process,8,7.0425793669814185,534,526,0.7004951043663402,1,0.9063838681496902,Down,2,2,FALSE,BP,ABA
GO:0030031,cell projection assembly,2,1.794117177139753,136,134,0.7015837739796352,1,0.9072816615673618,Down,5,5,FALSE,BP,ABA
GO:0042625,ATPase-coupled ion transmembrane transporter activity,2,1.8208950454552717,138,136,0.7051513644312482,1,0.9108700592821857,Down,5,6,FALSE,MF,ABA
GO:0006450,regulation of translational fidelity,2,1.8878397162440685,143,141,0.7141450344403993,1,0.9183577443447329,Down,3,3,FALSE,BP,ABA
GO:0008649,rRNA methyltransferase activity,2,1.8878397162440685,143,141,0.7141450344403993,1,0.9183577443447329,Down,4,6,FALSE,MF,ABA
GO:0015276,ligand-gated ion channel activity,2,1.8878397162440685,143,141,0.7141450344403993,1,0.9183577443447329,Down,5,7,FALSE,MF,ABA
GO:0022834,ligand-gated channel activity,2,1.8878397162440685,143,141,0.7141450344403993,1,0.9183577443447329,Down,6,6,FALSE,MF,ABA
GO:0042255,ribosome assembly,2,1.8878397162440685,143,141,0.7141450344403993,1,0.9183577443447329,Down,6,6,FALSE,BP,ABA
GO:0051274,beta-glucan biosynthetic process,2,1.8878397162440685,143,141,0.7141450344403993,1,0.9183577443447329,Down,7,8,FALSE,BP,ABA
GO:0017038,protein import,2,1.9146175845595872,145,143,0.7177636620096303,1,0.9219741480491377,Down,5,8,FALSE,BP,ABA
GO:0045786,negative regulation of cell cycle,2,1.9146175845595872,145,143,0.7177636620096303,1,0.9219741480491377,Down,3,5,FALSE,BP,ABA
GO:0031344,regulation of cell projection organization,2,1.9280065187173465,146,144,0.7195759510665386,1,0.9219741480491377,Down,4,5,FALSE,BP,ABA
GO:0120035,regulation of plasma membrane bounded cell projection organization,2,1.9280065187173465,146,144,0.7195759510665386,1,0.9219741480491377,Down,5,6,FALSE,BP,ABA
GO:0006970,response to osmotic stress,2,1.9547843870328652,148,146,0.7232046522890933,1,0.9219741480491377,Down,3,3,FALSE,BP,ABA
GO:0004867,serine-type endopeptidase inhibitor activity,2,1.9681733211906245,149,147,0.725020361333859,1,0.9219741480491377,Down,6,6,TRUE,MF,ABA
GO:0009119,ribonucleoside metabolic process,2,1.9815622553483838,150,148,0.7268365223053362,1,0.9219741480491377,Down,5,7,FALSE,BP,ABA
GO:0016298,lipase activity,2,1.9815622553483838,150,148,0.7268365223053362,1,0.9219741480491377,Down,4,4,FALSE,MF,ABA
GO:0031167,rRNA methylation,2,1.9815622553483838,150,148,0.7268365223053362,1,0.9219741480491377,Down,5,11,FALSE,BP,ABA
GO:0032147,activation of protein kinase activity,2,1.9815622553483838,150,148,0.7268365223053362,1,0.9219741480491377,Down,8,11,FALSE,BP,ABA
GO:0071555,cell wall organization,10,9.27853137132723,703,693,0.7391342030476865,1,0.9241188240498278,Down,3,5,FALSE,BP,ABA
GO:0006887,exocytosis,3,2.4769528191854797,188,185,0.7411771378234943,1,0.9261691477533387,Down,3,6,FALSE,BP,ABA
GO:0010817,regulation of hormone levels,3,2.5840642924475548,196,193,0.7470381169415913,1,0.9319726344906498,Down,3,3,FALSE,BP,ABA
GO:0019684,"photosynthesis, light reaction",3,2.5840642924475548,196,193,0.7470381169415913,1,0.9319726344906498,Down,4,4,FALSE,BP,ABA
GO:0034330,cell junction organization,3,2.5840642924475548,196,193,0.7470381169415913,1,0.9319726344906498,Down,4,4,FALSE,BP,ABA
GO:0006563,L-serine metabolic process,3,2.597453226605314,197,194,0.7478224395283558,1,0.9324449083213031,Down,6,9,FALSE,BP,ABA
GO:0045229,external encapsulating structure organization,11,10.269312499001423,778,767,0.7514492611153,1,0.9360040194308834,Down,4,4,FALSE,BP,ABA
GO:0015103,inorganic anion transmembrane transporter activity,3,2.6643978973941107,202,199,0.751898790195566,1,0.9360040194308834,Down,4,5,FALSE,MF,ABA
GO:0046488,phosphatidylinositol metabolic process,3,2.6643978973941107,202,199,0.751898790195566,1,0.9360040194308834,Down,6,7,FALSE,BP,ABA
GO:0042025,host cell nucleus,3,2.6777868315518703,203,200,0.7527433111364306,1,0.9365479853771074,Down,7,9,FALSE,CC,ABA
GO:0098794,postsynapse,3,2.704564699867389,205,202,0.7544597083997331,1,0.9381755464840836,Down,2,4,FALSE,CC,ABA
GO:0035251,UDP-glucosyltransferase activity,3,2.7313425681829075,207,204,0.7562110406792653,1,0.9393367413410548,Down,5,6,FALSE,MF,ABA
GO:0051273,beta-glucan metabolic process,3,2.758120436498426,209,206,0.7579954957085592,1,0.9410446510741595,Down,6,7,FALSE,BP,ABA
GO:0034762,regulation of transmembrane transport,3,2.7982872389717044,212,209,0.7607304157679936,1,0.9434206667214514,Down,3,5,FALSE,BP,ABA
GO:0034765,regulation of ion transmembrane transport,3,2.7982872389717044,212,209,0.7607304157679936,1,0.9434206667214514,Down,4,6,FALSE,BP,ABA
GO:0004866,endopeptidase inhibitor activity,3,2.825065107287223,214,211,0.7625900068718462,1,0.9447071891059313,Down,5,5,FALSE,MF,ABA
GO:0061135,endopeptidase regulator activity,3,2.825065107287223,214,211,0.7625900068718462,1,0.9447071891059313,Down,4,4,FALSE,MF,ABA
GO:0006605,protein targeting,3,2.8518429756027417,216,213,0.7644766871933346,1,0.944851421810024,Down,5,9,FALSE,BP,ABA
GO:0033013,tetrapyrrole metabolic process,3,2.8518429756027417,216,213,0.7644766871933346,1,0.944851421810024,Down,4,4,FALSE,BP,ABA
GO:0044038,cell wall macromolecule biosynthetic process,3,2.8518429756027417,216,213,0.7644766871933346,1,0.944851421810024,Down,4,7,FALSE,BP,ABA
GO:0070589,cellular component macromolecule biosynthetic process,3,2.8518429756027417,216,213,0.7644766871933346,1,0.944851421810024,Down,4,6,FALSE,BP,ABA
GO:0071554,cell wall organization or biogenesis,12,11.407371902410967,864,852,0.764762247418035,1,0.944851421810024,Down,2,2,FALSE,BP,ABA
GO:0008047,enzyme activator activity,3,2.89200977807602,219,216,0.7673539326713162,1,0.9475439748945109,Down,3,3,FALSE,MF,ABA
GO:0000226,microtubule cytoskeleton organization,3,2.9187876463915385,221,218,0.7693012653927388,1,0.9487838572784298,Down,3,6,FALSE,BP,ABA
GO:0016866,intramolecular transferase activity,3,2.9187876463915385,221,218,0.7693012653927388,1,0.9487838572784298,Down,3,3,FALSE,MF,ABA
GO:0030414,peptidase inhibitor activity,3,2.945565514707057,223,220,0.7712701328306059,1,0.9487838572784298,Down,4,4,FALSE,MF,ABA
GO:0009570,chloroplast stroma,3,2.972343383022576,225,222,0.7732590349847928,1,0.9487838572784298,Down,3,7,FALSE,CC,ABA
GO:0007049,cell cycle,14,13.080988672130886,991,977,0.77806664251269,1,0.9495470762050778,Down,2,2,FALSE,BP,ABA
GO:0003774,motor activity,4,3.5079007493329497,266,262,0.7831941897023775,1,0.9542843308250601,Down,7,7,FALSE,MF,ABA
GO:0072528,pyrimidine-containing compound biosynthetic process,4,3.5212896834907093,267,263,0.7836292704714475,1,0.9543084597474224,Down,5,5,FALSE,BP,ABA
GO:0042364,water-soluble vitamin biosynthetic process,4,3.601623288437265,273,269,0.7864103556931142,1,0.9571880282747757,Down,5,5,FALSE,BP,ABA
GO:0009755,hormone-mediated signaling pathway,4,3.6150122225950247,274,270,0.7869011639949729,1,0.9572225031464954,Down,3,6,FALSE,BP,ABA
GO:0006813,potassium ion transport,4,3.628401156752784,275,271,0.7873994477991386,1,0.9572225031464954,Down,7,7,FALSE,BP,ABA
GO:0009069,serine family amino acid metabolic process,4,3.6417900909105434,276,272,0.7879050871405149,1,0.9572225031464954,Down,5,8,FALSE,BP,ABA
GO:0009110,vitamin biosynthetic process,4,3.655179025068303,277,273,0.7884179625683865,1,0.9572225031464954,Down,4,4,FALSE,BP,ABA
GO:0070161,anchoring junction,4,3.668567959226062,278,274,0.7889379551607756,1,0.9572225031464954,Down,3,3,FALSE,CC,ABA
GO:0006022,aminoglycan metabolic process,4,3.7221236958570993,282,278,0.7910867380110657,1,0.9593231260946855,Down,4,4,FALSE,BP,ABA
GO:1990837,sequence-specific double-stranded DNA binding,4,3.748901564172618,284,280,0.7922007815877905,1,0.9601674030003917,Down,6,6,FALSE,MF,ABA
GO:0005938,cell cortex,4,3.775679432488137,286,282,0.7933400283346568,1,0.9605349763503906,Down,3,3,FALSE,CC,ABA
GO:0006767,water-soluble vitamin metabolic process,4,3.775679432488137,286,282,0.7933400283346568,1,0.9605349763503906,Down,4,4,FALSE,BP,ABA
GO:0007018,microtubule-based movement,4,3.789068366645896,287,283,0.7939188177407599,1,0.9607295645962434,Down,3,3,FALSE,BP,ABA
GO:0048666,neuron development,4,3.8292351691191744,290,286,0.7956904968946655,1,0.9623667167704955,Down,4,9,FALSE,BP,ABA
GO:0006766,vitamin metabolic process,4,3.8961798399079712,295,291,0.7987543437664594,1,0.9655641672673979,Down,3,3,FALSE,BP,ABA
GO:0009056,catabolic process,41,39.85885698764959,3018,2977,0.8066162553511964,1,0.9659219149541686,Down,2,2,FALSE,BP,ABA
GO:0016836,hydro-lyase activity,5,4.552237613638179,345,340,0.8100432868993884,1,0.9690158632455984,Down,4,4,FALSE,MF,ABA
GO:0010035,response to inorganic substance,5,4.632571218584736,351,346,0.8120445081395944,1,0.9709044119171633,Down,3,3,FALSE,BP,ABA
GO:0061024,membrane organization,5,4.659349086900254,353,348,0.8127566446217998,1,0.9711807278567166,Down,4,4,FALSE,BP,ABA
GO:0044036,cell wall macromolecule metabolic process,5,4.672738021058013,354,349,0.813120853088043,1,0.9711807278567166,Down,3,5,FALSE,BP,ABA
GO:0005261,cation channel activity,5,4.886960967582163,370,365,0.8196276838494544,1,0.9784438532395046,Down,5,6,FALSE,MF,ABA
GO:0042651,thylakoid membrane,6,5.476074070523574,415,409,0.8268509255783337,1,0.9839997032516887,Down,4,4,FALSE,CC,ABA
GO:0006633,fatty acid biosynthetic process,6,5.5296298071546115,419,413,0.8277212328024656,1,0.9845255657246719,Down,5,8,FALSE,BP,ABA
GO:0019842,vitamin binding,6,5.650130214574446,428,422,0.8299496349087385,1,0.9866654221522406,Down,3,3,FALSE,MF,ABA
GO:0015631,tubulin binding,6,5.837575292783077,442,436,0.8340966890570426,1,0.9910828290863929,Down,4,4,FALSE,MF,ABA
GO:0098791,Golgi apparatus subcompartment,6,5.958075700202911,451,445,0.8371520609644454,1,0.9939041371187703,Down,3,6,FALSE,CC,ABA
GO:0065007,biological regulation,138,135.9378485037307,10291,10153,0.8503501146489975,1,1,Down,1,1,FALSE,BP,ABA
GO:0046873,metal ion transmembrane transporter activity,8,7.497803128345236,568,560,0.8520859113131143,1,1,Down,5,6,FALSE,MF,ABA
GO:0044093,positive regulation of molecular function,8,7.64508140408059,579,571,0.8537665130163746,1,1,Down,3,3,FALSE,BP,ABA
GO:0016311,dephosphorylation,9,8.903641214909968,674,665,0.8656134819967344,1,1,Down,5,5,FALSE,BP,ABA
GO:0042578,phosphoric ester hydrolase activity,10,9.49275431785138,719,709,0.8685070859460292,1,1,Down,4,4,FALSE,MF,ABA
GO:0051173,positive regulation of nitrogen compound metabolic process,12,11.916151400405822,902,890,0.88350931338175,1,1,Down,3,5,FALSE,BP,ABA
GO:0031325,positive regulation of cellular metabolic process,13,12.947099330553293,980,967,0.8882557378408686,1,1,Down,3,5,FALSE,BP,ABA
GO:0032787,monocarboxylic acid metabolic process,17,16.70938982888367,1265,1248,0.9007775794286084,1,1,Down,6,6,FALSE,BP,ABA
GO:0003677,DNA binding,83,82.69005735832175,6259,6176,0.9535101271667572,1,1,Down,4,4,FALSE,MF,ABA
